2026-07-29 14:17:30.724 [background-preinit] INFO  [cid=none] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-07-29 14:17:39.249 [main] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-07-29 14:17:39.610 [main] INFO  [cid=none] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3661b732
2026-07-29 14:17:39.610 [main] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-07-29 14:17:41.719 [main] INFO  [cid=none] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-07-29 14:17:42.844 [main] INFO  [cid=none] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-07-29 14:17:44.164 [main] INFO  [cid=none] o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-07-29 14:17:45.553 [main] INFO  [cid=none] c.m.b.service.KycStorageService - KYC storage root: C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend\uploads\kyc
2026-07-29 14:17:46.637 [main] WARN  [cid=none] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 985782bb-b9a1-407e-843f-222da874264e

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-07-29 14:17:46.650 [main] INFO  [cid=none] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2026-07-29 14:17:47.640 [main] INFO  [cid=none] o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoints beneath base path '/actuator'
2026-07-29 14:17:49.005 [main] INFO  [cid=none] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8090"]
2026-07-29 14:17:49.049 [main] INFO  [cid=none] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8090 (http) with context path '/'
2026-07-29 14:17:49.068 [main] INFO  [cid=none] com.microlend.MicroLendApplication - Started MicroLendApplication in 19.496 seconds (process running for 20.613)
2026-07-29 14:17:49.545 [main] INFO  [cid=none] c.m.identity.bootstrap.DataSeeder - DataSeeder: seed users already present, nothing to create.
2026-07-29 14:19:35.597 [http-nio-8090-exec-1] INFO  [cid=none] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-07-29 14:19:35.600 [http-nio-8090-exec-1] INFO  [cid=none] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-07-29 14:19:35.607 [http-nio-8090-exec-1] INFO  [cid=none] o.s.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2026-07-29 14:19:36.435 [http-nio-8090-exec-1] WARN  [cid=0bc4ed16] c.m.i.s.JwtAuthenticationFilter - Rejected JWT: JWT expired 57368430 milliseconds ago at 2026-07-28T16:53:28.000Z. Current time: 2026-07-29T08:49:36.430Z. Allowed clock skew: 0 milliseconds.
2026-07-29 14:19:36.718 [http-nio-8090-exec-2] WARN  [cid=b201b861] c.m.i.s.JwtAuthenticationFilter - Rejected JWT: JWT expired 57368716 milliseconds ago at 2026-07-28T16:53:28.000Z. Current time: 2026-07-29T08:49:36.716Z. Allowed clock skew: 0 milliseconds.
2026-07-29 14:19:40.974 [http-nio-8090-exec-3] INFO  [cid=a6eefa90] c.m.audit.service.LocalAuditService - AUDIT module=AUTH action=LOGIN_SUCCESS userId=1
2026-07-29 14:26:41.941 [SpringApplicationShutdownHook] INFO  [cid=none] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-07-29 14:26:41.950 [SpringApplicationShutdownHook] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-07-29 14:26:41.974 [SpringApplicationShutdownHook] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
