2026-07-17 08:46:22.243 [background-preinit] INFO  [cid=none] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-07-17 10:29:37.853 [main] INFO  [cid=none] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-07-17 10:29:38.289 [main] INFO  [cid=none] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 415 ms. Found 18 JPA repository interfaces.
2026-07-17 10:29:41.405 [main] INFO  [cid=none] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8090 (http)
2026-07-17 10:29:41.458 [main] INFO  [cid=none] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8090"]
2026-07-17 10:29:41.474 [main] INFO  [cid=none] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-07-17 10:29:41.475 [main] INFO  [cid=none] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.31]
2026-07-17 10:29:41.749 [main] INFO  [cid=none] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-07-17 10:29:41.752 [main] INFO  [cid=none] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 7456 ms
2026-07-17 10:29:43.044 [main] INFO  [cid=none] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-07-17 10:29:43.326 [main] INFO  [cid=none] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2026-07-17 10:29:43.527 [main] INFO  [cid=none] o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-07-17 10:29:44.450 [main] INFO  [cid=none] o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-07-17 10:29:44.512 [main] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-07-17 10:29:44.923 [main] INFO  [cid=none] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@49665f92
2026-07-17 10:29:44.930 [main] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-07-17 10:29:47.726 [main] INFO  [cid=none] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-07-17 10:29:49.118 [main] INFO  [cid=none] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-07-17 10:29:50.761 [main] INFO  [cid=none] o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-07-17 10:29:52.046 [main] INFO  [cid=none] c.m.b.service.KycStorageService - KYC storage root: C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend\uploads\kyc
2026-07-17 10:29:53.065 [main] WARN  [cid=none] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 0c14f2c3-a04c-44ab-a19d-1121b1161521

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-07-17 10:29:53.081 [main] INFO  [cid=none] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2026-07-17 10:29:54.396 [main] INFO  [cid=none] o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoints beneath base path '/actuator'
2026-07-17 10:29:55.799 [main] INFO  [cid=none] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8090"]
2026-07-17 10:29:55.873 [main] INFO  [cid=none] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8090 (http) with context path '/'
2026-07-17 10:29:55.907 [main] INFO  [cid=none] com.microlend.MicroLendApplication - Started MicroLendApplication in 23.056 seconds (process running for 24.52)
2026-07-17 10:29:56.598 [main] INFO  [cid=none] c.m.identity.bootstrap.DataSeeder - DataSeeder: seed users already present, nothing to create.
2026-07-17 10:30:13.843 [http-nio-8090-exec-1] INFO  [cid=none] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-07-17 10:30:13.844 [http-nio-8090-exec-1] INFO  [cid=none] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-07-17 10:30:13.851 [http-nio-8090-exec-1] INFO  [cid=none] o.s.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2026-07-17 10:36:02.074 [http-nio-8090-exec-7] INFO  [cid=624022e8] c.m.audit.service.LocalAuditService - AUDIT module=AUTH action=LOGIN_SUCCESS userId=3
2026-07-17 10:36:18.369 [http-nio-8090-exec-9] INFO  [cid=add41afa] c.m.audit.service.LocalAuditService - AUDIT module=KYC action=KYC_VERIFIED userId=3
2026-07-17 10:37:45.119 [http-nio-8090-exec-6] INFO  [cid=37499807] c.m.audit.service.LocalAuditService - AUDIT module=AUTH action=LOGIN_SUCCESS userId=2
2026-07-17 10:37:58.871 [http-nio-8090-exec-8] INFO  [cid=feb527e6] c.m.audit.service.LocalAuditService - AUDIT module=LOAN_APPLICATION action=LOAN_APPLICATION_SUBMITTED userId=2
2026-07-17 10:38:14.390 [http-nio-8090-exec-4] INFO  [cid=0a5055a7] c.m.audit.service.LocalAuditService - AUDIT module=AUTH action=LOGIN_SUCCESS userId=3
2026-07-17 10:38:59.389 [http-nio-8090-exec-3] INFO  [cid=8eec1af0] c.m.audit.service.LocalAuditService - AUDIT module=LOAN_APPLICATION action=LOAN_APPLICATION_APPROVED userId=3
2026-07-17 10:40:37.205 [http-nio-8090-exec-2] INFO  [cid=b7924583] c.m.audit.service.LocalAuditService - AUDIT module=AUTH action=LOGIN_SUCCESS_FORCE_RESET userId=6
2026-07-17 10:40:50.941 [http-nio-8090-exec-8] INFO  [cid=4e4b685e] c.m.audit.service.LocalAuditService - AUDIT module=AUTH action=PASSWORD_RESET_COMPLETED userId=6
2026-07-17 10:41:10.557 [http-nio-8090-exec-5] INFO  [cid=095a0f79] c.m.audit.service.LocalAuditService - AUDIT module=LOAN_ACCOUNT action=SANCTION_ACCEPTED_LOAN_DISBURSED userId=6
2026-07-17 10:42:23.577 [http-nio-8090-exec-2] INFO  [cid=ef410a24] c.m.audit.service.LocalAuditService - AUDIT module=AUTH action=LOGIN_SUCCESS userId=2
2026-07-17 10:43:48.290 [http-nio-8090-exec-6] INFO  [cid=d3e0d0f6] c.m.audit.service.LocalAuditService - AUDIT module=COLLECTION action=COLLECTION_RECORDED userId=2
2026-07-17 10:43:48.316 [http-nio-8090-exec-6] INFO  [cid=d3e0d0f6] c.m.n.s.LocalNotificationService - NOTIFY user=6 category=RECEIPT entity=CollectionReceipt:1
2026-07-17 10:44:00.813 [http-nio-8090-exec-3] INFO  [cid=85d19d9d] c.m.audit.service.LocalAuditService - AUDIT module=COLLECTION action=COLLECTION_RECORDED userId=2
2026-07-17 10:44:00.830 [http-nio-8090-exec-3] INFO  [cid=85d19d9d] c.m.n.s.LocalNotificationService - NOTIFY user=6 category=RECEIPT entity=CollectionReceipt:2
2026-07-17 10:44:19.406 [http-nio-8090-exec-9] INFO  [cid=c69c4af7] c.m.audit.service.LocalAuditService - AUDIT module=AUTH action=LOGIN_SUCCESS userId=6
2026-07-17 10:44:46.876 [http-nio-8090-exec-5] INFO  [cid=106e5872] c.m.audit.service.LocalAuditService - AUDIT module=COLLECTION action=RECEIPT_APPROVED userId=6
2026-07-17 10:44:46.895 [http-nio-8090-exec-5] INFO  [cid=106e5872] c.m.n.s.LocalNotificationService - NOTIFY user=2 category=RECEIPT entity=CollectionReceipt:1
2026-07-17 10:45:33.078 [http-nio-8090-exec-2] INFO  [cid=6398c71d] c.m.audit.service.LocalAuditService - AUDIT module=AUTH action=LOGIN_SUCCESS_FORCE_RESET userId=4
2026-07-17 10:45:45.793 [http-nio-8090-exec-1] INFO  [cid=add0fb4e] c.m.audit.service.LocalAuditService - AUDIT module=AUTH action=PASSWORD_RESET_COMPLETED userId=4
2026-07-17 10:59:17.498 [SpringApplicationShutdownHook] INFO  [cid=none] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-07-17 10:59:17.508 [SpringApplicationShutdownHook] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-07-17 10:59:17.547 [SpringApplicationShutdownHook] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-07-17 10:59:26.497 [background-preinit] INFO  [cid=none] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-07-17 10:59:26.587 [main] INFO  [cid=none] com.microlend.MicroLendApplication - Starting MicroLendApplication using Java 21.0.2 with PID 17668 (C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend\backend\target\classes started by 2503700 in C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend)
2026-07-17 10:59:26.589 [main] INFO  [cid=none] com.microlend.MicroLendApplication - The following 1 profile is active: "dev"
2026-07-17 10:59:29.005 [main] INFO  [cid=none] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-07-17 10:59:29.343 [main] INFO  [cid=none] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 322 ms. Found 18 JPA repository interfaces.
2026-07-17 10:59:31.252 [main] INFO  [cid=none] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8090 (http)
2026-07-17 10:59:31.278 [main] INFO  [cid=none] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8090"]
2026-07-17 10:59:31.290 [main] INFO  [cid=none] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-07-17 10:59:31.291 [main] INFO  [cid=none] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.31]
2026-07-17 10:59:31.445 [main] INFO  [cid=none] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-07-17 10:59:31.446 [main] INFO  [cid=none] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 4758 ms
2026-07-17 10:59:32.281 [main] INFO  [cid=none] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-07-17 10:59:32.492 [main] INFO  [cid=none] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2026-07-17 10:59:32.600 [main] INFO  [cid=none] o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-07-17 10:59:33.214 [main] INFO  [cid=none] o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-07-17 10:59:33.285 [main] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-07-17 10:59:33.567 [main] INFO  [cid=none] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@61becbcf
2026-07-17 10:59:33.571 [main] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-07-17 10:59:35.886 [main] INFO  [cid=none] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-07-17 10:59:36.900 [main] INFO  [cid=none] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-07-17 10:59:38.147 [main] INFO  [cid=none] o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-07-17 10:59:39.407 [main] INFO  [cid=none] c.m.b.service.KycStorageService - KYC storage root: C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend\uploads\kyc
2026-07-17 10:59:40.076 [main] WARN  [cid=none] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: c36029eb-fc32-4e7c-9e7a-c0e99fe2f1d1

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-07-17 10:59:40.093 [main] INFO  [cid=none] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2026-07-17 10:59:40.870 [main] INFO  [cid=none] o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoints beneath base path '/actuator'
2026-07-17 10:59:41.749 [main] INFO  [cid=none] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8090"]
2026-07-17 10:59:41.780 [main] INFO  [cid=none] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8090 (http) with context path '/'
2026-07-17 10:59:41.809 [main] INFO  [cid=none] com.microlend.MicroLendApplication - Started MicroLendApplication in 16.224 seconds (process running for 16.921)
2026-07-17 10:59:42.264 [main] INFO  [cid=none] c.m.identity.bootstrap.DataSeeder - DataSeeder: seed users already present, nothing to create.
2026-07-17 11:00:05.211 [http-nio-8090-exec-1] INFO  [cid=none] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-07-17 11:00:05.212 [http-nio-8090-exec-1] INFO  [cid=none] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-07-17 11:00:05.215 [http-nio-8090-exec-1] INFO  [cid=none] o.s.web.servlet.DispatcherServlet - Completed initialization in 3 ms
2026-07-17 11:01:10.981 [SpringApplicationShutdownHook] INFO  [cid=none] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-07-17 11:01:10.992 [SpringApplicationShutdownHook] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-07-17 11:01:11.024 [SpringApplicationShutdownHook] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-07-17 11:01:15.886 [background-preinit] INFO  [cid=none] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-07-17 11:01:15.973 [main] INFO  [cid=none] com.microlend.MicroLendApplication - Starting MicroLendApplication using Java 21.0.2 with PID 13276 (C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend\backend\target\classes started by 2503700 in C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend)
2026-07-17 11:01:15.974 [main] INFO  [cid=none] com.microlend.MicroLendApplication - The following 1 profile is active: "dev"
2026-07-17 11:01:18.543 [main] INFO  [cid=none] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-07-17 11:01:18.870 [main] INFO  [cid=none] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 316 ms. Found 18 JPA repository interfaces.
2026-07-17 11:01:20.915 [main] INFO  [cid=none] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8090 (http)
2026-07-17 11:01:20.941 [main] INFO  [cid=none] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8090"]
2026-07-17 11:01:20.948 [main] INFO  [cid=none] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-07-17 11:01:20.949 [main] INFO  [cid=none] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.31]
2026-07-17 11:01:21.088 [main] INFO  [cid=none] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-07-17 11:01:21.090 [main] INFO  [cid=none] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 5022 ms
2026-07-17 11:01:21.931 [main] INFO  [cid=none] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-07-17 11:01:22.067 [main] INFO  [cid=none] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2026-07-17 11:01:22.153 [main] INFO  [cid=none] o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-07-17 11:01:22.618 [main] INFO  [cid=none] o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-07-17 11:01:22.656 [main] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-07-17 11:01:22.889 [main] INFO  [cid=none] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@434a8938
2026-07-17 11:01:22.891 [main] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-07-17 11:01:26.761 [main] INFO  [cid=none] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-07-17 11:01:28.248 [main] INFO  [cid=none] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-07-17 11:01:32.138 [main] INFO  [cid=none] o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-07-17 11:01:35.747 [main] INFO  [cid=none] c.m.b.service.KycStorageService - KYC storage root: C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend\uploads\kyc
2026-07-17 11:01:38.094 [main] WARN  [cid=none] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: e09725b6-65ac-4e13-a821-a9dcb815c188

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-07-17 11:01:38.142 [main] INFO  [cid=none] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
